Position;Photo;Name;Details;Academy;Points;Kimono;Category;Gender;Belt;Division
95;https://api.ibjjfdb.com/Athletes/351002/RankingPhoto;Samara Lourenço Marins;https://ibjjf.com/athletes/samara-silva-b13a3bae05b6;Vipera;3;ranking-geral-gi;adult;female;black;mediumheavy
95;https://api.ibjjfdb.com/Athletes/348265/RankingPhoto;Violet Xanthe Bennett;https://ibjjf.com/athletes/violet-bennett;Grapple Collective;3;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/157444/RankingPhoto;Gloria Isabel Ruiz Armas;https://ibjjf.com/athletes/gloria-armas;Alliance Los Angeles;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/176717/RankingPhoto;Frances Bavaro;https://ibjjf.com/athletes/frances-bavaro;MVMT Movement Martial Arts;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/193521/RankingPhoto;Jordana Lirio de Amorim;https://ibjjf.com/athletes/jordana-amorim;Escola Vinícius Prudêncio BJJ;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/85729/RankingPhoto;Geneziz Aly Rodriguez;https://ibjjf.com/athletes/geneziz-rodriguez;Gracie Barra Santa Fe;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/445312/RankingPhoto;Caroline Soares de Mendonça;https://ibjjf.com/athletes/caroline-mendonca;G13 BJJ;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/124057/RankingPhoto;Jasmine Craig Baiao Ferrari;https://ibjjf.com/athletes/jasmine-ferrari;Alliance Aracaju;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/86759/RankingPhoto;Lindacy Artulino do Nascimento;https://ibjjf.com/athletes/lindacy-nascimento;GFTeam Recife;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/187300/RankingPhoto;Giovana Soares da Costa;https://ibjjf.com/athletes/giovana-costa;GF Team;2;ranking-geral-gi;adult;female;black;mediumheavy
104;https://api.ibjjfdb.com/Athletes/205744/RankingPhoto;Camila Loyola Loureiro C. Avila;https://ibjjf.com/athletes/camila;OAK Jiu-Jitsu;2;ranking-geral-gi;adult;female;black;mediumheavy
113;https://api.ibjjfdb.com/Athletes/92865/RankingPhoto;Renata Bueno Vieira da Silva;https://ibjjf.com/athletes/renata-silva;Alliance Mooca;1;ranking-geral-gi;adult;female;black;mediumheavy
1;https://api.ibjjfdb.com/Athletes/181180/RankingPhoto;Amanda Magda de Oliveira;https://ibjjf.com/athletes/amanda-oliveira-3a6dae078590;Fratres Brazilian Jiu-Jitsu;581;ranking-geral-gi;adult;female;black;heavy
2;https://api.ibjjfdb.com/Athletes/27777/RankingPhoto;Melissa Stricker Cueto;https://ibjjf.com/athletes/melissa-cueto;Alliance Inland Empire;508;ranking-geral-gi;adult;female;black;heavy
3;https://api.ibjjfdb.com/Athletes/140386/RankingPhoto;Larissa Dias de Almeida;https://ibjjf.com/athletes/larissa-almeida;Elementum Jiu-Jitsu;296;ranking-geral-gi;adult;female;black;heavy
4;https://api.ibjjfdb.com/Athletes/200402/RankingPhoto;Tamiris Fernanda da Silva;https://ibjjf.com/athletes/tamiris-silva;DreamArt;182;ranking-geral-gi;adult;female;black;heavy
5;https://api.ibjjfdb.com/Athletes/155904/RankingPhoto;Yara Soares do Nascimento;https://ibjjf.com/athletes/yara-nascimento;Fratres Brazilian Jiu-Jitsu;135;ranking-geral-gi;adult;female;black;heavy
6;https://api.ibjjfdb.com/Athletes/133811/RankingPhoto;Karoline Silva Caramori;https://ibjjf.com/athletes/karoline-caramori;Gracie Barra Alabama;125;ranking-geral-gi;adult;female;black;heavy
7;https://api.ibjjfdb.com/Athletes/405690/RankingPhoto;Letícia Teixeira dos Santos;https://ibjjf.com/athletes/leticia-santos-ba2c5e0b5918;Atos Jiu-Jitsu;108;ranking-geral-gi;adult;female;black;heavy
8;https://api.ibjjfdb.com/Athletes/503983/RankingPhoto;Mariana Aparecida Lira Machado;https://ibjjf.com/athletes/mariana-machado;Alliance SP;96;ranking-geral-gi;adult;female;black;heavy
9;https://api.ibjjfdb.com/Athletes/223018/RankingPhoto;Marie Danielle Monique de Biasio;https://ibjjf.com/athletes/marie-biasio;KMR BJJ Kimura Europe;90;ranking-geral-gi;adult;female;black;heavy
10;https://api.ibjjfdb.com/Athletes/201553/RankingPhoto;Letícia Cardozo de Carvalho;https://ibjjf.com/athletes/leticia-carvalho-10e5b469732d;AOJ;81;ranking-geral-gi;adult;female;black;heavy
11;https://api.ibjjfdb.com/Athletes/118412/RankingPhoto;Izadora Cristina Silva;https://ibjjf.com/athletes/izadora-silva;DreamArt;75;ranking-geral-gi;adult;female;black;heavy
12;https://api.ibjjfdb.com/Athletes/162552/RankingPhoto;Giovanna Jara de Souza;https://ibjjf.com/athletes/giovanna-souza;DreamArt;70;ranking-geral-gi;adult;female;black;heavy
13;https://api.ibjjfdb.com/Athletes/75458/RankingPhoto;Hope Ellen Douglass;https://ibjjf.com/athletes/hope-douglass;Secret Kumite in the Woods;60;ranking-geral-gi;adult;female;black;heavy
14;https://api.ibjjfdb.com/Athletes/138817/RankingPhoto;Elizabeth Katherine Mitrovic;https://ibjjf.com/athletes/elizabeth-mitrovic;Alliance Greenville;51;ranking-geral-gi;adult;female;black;heavy
14;https://api.ibjjfdb.com/Athletes/202857/RankingPhoto;Anabel Lopez Beard;https://ibjjf.com/athletes/anabel-beard;CheckMat Fight Zone London;51;ranking-geral-gi;adult;female;black;heavy
16;https://api.ibjjfdb.com/Athletes/289224/RankingPhoto;Ingridd Alves de Sousa;https://ibjjf.com/athletes/ingridd-sousa;DreamArt;45;ranking-geral-gi;adult;female;black;heavy
16;https://api.ibjjfdb.com/Athletes/331204/RankingPhoto;Bridgett G Brumbaugh;https://ibjjf.com/athletes/bridgett-brumbaugh;Guigo JJ Texas;45;ranking-geral-gi;adult;female;black;heavy
16;https://api.ibjjfdb.com/Athletes/407202/RankingPhoto;Isabely Sanches Ribeiro;https://ibjjf.com/athletes/isabely-ribeiro;Lotus Club;45;ranking-geral-gi;adult;female;black;heavy
16;https://api.ibjjfdb.com/Athletes/441569/RankingPhoto;Giulia Frederica Chen-Dardani;https://ibjjf.com/athletes/giulia-chen;Gregor Gracie Jiu-Jitsu;45;ranking-geral-gi;adult;female;black;heavy
16;https://api.ibjjfdb.com/Athletes/282098/RankingPhoto;Denise Krahn;https://ibjjf.com/athletes/denise-krahn;Hilti BJJ IMAG Berlin;45;ranking-geral-gi;adult;female;black;heavy
21;https://api.ibjjfdb.com/Athletes/39064/RankingPhoto;Maria Malgorzata Malyjasiak;https://ibjjf.com/athletes/maria-malyjasiak;Abmar Barbosa Association;42;ranking-geral-gi;adult;female;black;heavy
22;https://api.ibjjfdb.com/Athletes/133913/RankingPhoto;Suelen Leite do Desterro;https://ibjjf.com/athletes/suelen-desterro;Double Five Tijuca;41;ranking-geral-gi;adult;female;black;heavy
23;https://api.ibjjfdb.com/Athletes/329809/RankingPhoto;Alice Victória da Silva Ferreira Costa Leandro;https://ibjjf.com/athletes/alice-leandro;BD Team Hunters BJJ;36;ranking-geral-gi;adult;female;black;heavy
23;https://api.ibjjfdb.com/Athletes/207096/RankingPhoto;Maria Vitória Gonçalves Ruffatto;https://ibjjf.com/athletes/maria-ruffatto;Canby Jiu-Jitsu;36;ranking-geral-gi;adult;female;black;heavy
23;https://api.ibjjfdb.com/Athletes/13565/RankingPhoto;Barbara Gomes dos Santos;https://ibjjf.com/athletes/barbara-santos;Universidade Católica de Brasília;36;ranking-geral-gi;adult;female;black;heavy
26;https://api.ibjjfdb.com/Athletes/127973/RankingPhoto;Maria Carolina Barón Vicentini;https://ibjjf.com/athletes/maria-vicentini;AOJ;35;ranking-geral-gi;adult;female;black;heavy
27;https://api.ibjjfdb.com/Athletes/119464/RankingPhoto;Grace Kelly Ferla;https://ibjjf.com/athletes/grace-ferla;Brazilian Power Team;33;ranking-geral-gi;adult;female;black;heavy
28;https://api.ibjjfdb.com/Athletes/130269/RankingPhoto;Raiane Mara dos Santos;https://ibjjf.com/athletes/raiane-santos;Gracie Barra Belo Horizonte - MG;30;ranking-geral-gi;adult;female;black;heavy
29;https://api.ibjjfdb.com/Athletes/201149/RankingPhoto;Jeane Rafaelly Sousa Pinto;https://ibjjf.com/athletes/jeane-pinto;CTUBT;27;ranking-geral-gi;adult;female;black;heavy
29;https://api.ibjjfdb.com/Athletes/246524/RankingPhoto;Sara Maria Lehto;https://ibjjf.com/athletes/sara-lehto;Hilti Nokia;27;ranking-geral-gi;adult;female;black;heavy
29;https://api.ibjjfdb.com/Athletes/240455/RankingPhoto;Thayene Faria de Lira;https://ibjjf.com/athletes/thayene-lira;Escola De Lutas Unir BJJ;27;ranking-geral-gi;adult;female;black;heavy
29;https://api.ibjjfdb.com/Athletes/391039/RankingPhoto;Caroline Almeida de Souza;https://ibjjf.com/athletes/caroline-souza;MBJJ;27;ranking-geral-gi;adult;female;black;heavy
29;https://api.ibjjfdb.com/Athletes/216350/RankingPhoto;Christina Nicole Hansen;https://ibjjf.com/athletes/christina-hansen;Pedigo Submission Fighting;27;ranking-geral-gi;adult;female;black;heavy
29;https://api.ibjjfdb.com/Athletes/202938/RankingPhoto;Isabela Recio Y Alvarez Faúla;https://ibjjf.com/athletes/isabela-faula;GF Team Distrito Federal;27;ranking-geral-gi;adult;female;black;heavy
29;https://api.ibjjfdb.com/Athletes/186340/RankingPhoto;Helena Crevar;https://ibjjf.com/athletes/helena-crevar;Kingsway Jiu-Jitsu;27;ranking-geral-gi;adult;female;black;heavy
36;https://api.ibjjfdb.com/Athletes/76617/RankingPhoto;Magdalena Zofia Loska;https://ibjjf.com/athletes/magdalena-loska;Brasa International;26;ranking-geral-gi;adult;female;black;heavy
37;https://api.ibjjfdb.com/Athletes/168137/RankingPhoto;Chloé Michelle McNally;https://ibjjf.com/athletes/chloe-mcnally;Kingsway Jiu-Jitsu;24;ranking-geral-gi;adult;female;black;heavy
37;https://api.ibjjfdb.com/Athletes/297806/RankingPhoto;Cleidiane Ferreira;https://ibjjf.com/athletes/cleidiane-ferreira;Alliance JJ;24;ranking-geral-gi;adult;female;black;heavy
39;https://api.ibjjfdb.com/Athletes/395261/RankingPhoto;Bruna Chater Ramez Farah;https://ibjjf.com/athletes/bruna-farah;Barreto Jiu-Jitsu;20;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/163511/RankingPhoto;Gessica Soares Maciel de Almeida;https://ibjjf.com/athletes/gessica-almeida;Infight Jiu-Jitsu;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/184089/RankingPhoto;Carmen Vega De Alencar;https://ibjjf.com/athletes/carmen-alencar;Six Blades Jiu-Jitsu - Mckinney;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/137606/RankingPhoto;Graciele Del Fava de Carvalho;https://ibjjf.com/athletes/graciele-carvalho;Unity Jiu Jitsu;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/125932/RankingPhoto;Suellen Lima de Souza;https://ibjjf.com/athletes/suellen-souza;GFTeam Charlotte;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/124338/RankingPhoto;Nia Vivienne Blackman;https://ibjjf.com/athletes/nia-blackman;Royal Jiu-Jitsu;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/529428/RankingPhoto;Adrianny Ilary da Costa Cruz;https://ibjjf.com/athletes/adrianny-cruz;Park West BJJ;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/178150/RankingPhoto;Welma Moreira dos Santos;https://ibjjf.com/athletes/welma-santos;Skull JJ Team;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/86368/RankingPhoto;Yasmin Belmiro Pessanha;https://ibjjf.com/athletes/yasmin-pessanha;Família André Marola Portugal;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/330976/RankingPhoto;Kennedy Paige Franklin;https://ibjjf.com/athletes/kennedy-franklin;Raposo BJJ;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/121519/RankingPhoto;Rose-Marie El Sharouni;https://ibjjf.com/athletes/rose-marie-sharouni;CheckMat International;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/295574/RankingPhoto;Sheiliane Fernandes Vieira de Brito;https://ibjjf.com/athletes/sheiliane-schneider;GFTeam Barreiras;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/115821/RankingPhoto;Alanah M. Saldana Juezan;https://ibjjf.com/athletes/alanah-juezan;Gracie Barra San Antonio;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/481594/RankingPhoto;Nadia Frankland;https://ibjjf.com/athletes/nadia-frankland;Atos JJ International;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/288545/RankingPhoto;Iara Nathara Machado Grudysz;https://ibjjf.com/athletes/iara-grudysz;CheckMat;18;ranking-geral-gi;adult;female;black;heavy
40;https://api.ibjjfdb.com/Athletes/308069/RankingPhoto;Tahni Kaye Jeynes;https://ibjjf.com/athletes/tahni-jeynes;Atos JJ International;18;ranking-geral-gi;adult;female;black;heavy
55;https://api.ibjjfdb.com/Athletes/45514/RankingPhoto;Thaynara Aparecida da Silva Dias;https://ibjjf.com/athletes/thaynara-dias;Gracie Barra Rio de Janeiro;16;ranking-geral-gi;adult;female;black;heavy
56;https://api.ibjjfdb.com/Athletes/346076/RankingPhoto;Ana Potyra Santana de Souza;https://ibjjf.com/athletes/ana-souza-62460dcf67ab;The Brothers BJJ Brasil;12;ranking-geral-gi;adult;female;black;heavy
57;https://api.ibjjfdb.com/Athletes/63876/RankingPhoto;Emilly Alves Silva;https://ibjjf.com/athletes/emilly-silva;Atos Jiu Jitsu USA;10;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/189287/RankingPhoto;Yana Alice da Camara Gadelha;https://ibjjf.com/athletes/yana-gadelha;Nova União;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/272739/RankingPhoto;Aurélie Le Vern;https://ibjjf.com/athletes/aurelie-vern;Six Blades Jiu-Jitsu International;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/30959/RankingPhoto;Thaís Gomes Teixeira;https://ibjjf.com/athletes/thais-teixeira;A-Force Brazilian Jiu-Jitsu;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/163309/RankingPhoto;Gabriela de Faria Matos Barreto;https://ibjjf.com/athletes/gabriela-barreto;Infight Jiu-Jitsu;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/114126/RankingPhoto;Laura Louise Barker;https://ibjjf.com/athletes/laura-barker;Royal Jiu-Jitsu;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/136596/RankingPhoto;Geovana de Freitas Malta;https://ibjjf.com/athletes/geovana-malta;Equipe Hugo Velasco Jiu-Jitsu;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/276331/RankingPhoto;Cassandra Patrice Smith;https://ibjjf.com/athletes/cassandra-lorusso-82ac5a1d023f;Bruno Jacaré Kaizen B9;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/223255/RankingPhoto;Amanda Dean Bruse;https://ibjjf.com/athletes/amanda-bruse;Atos Jiu Jitsu USA;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/172922/RankingPhoto;Natalícia Josefa da Silva;https://ibjjf.com/athletes/natalicia-silva;PSLPB Cicero Costha;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/124569/RankingPhoto;Maryanna Santos Cardoso;https://ibjjf.com/athletes/maryanna-cardoso;CheckMat USA;9;ranking-geral-gi;adult;female;black;heavy
58;https://api.ibjjfdb.com/Athletes/297617/RankingPhoto;Glayce de Paula Ferreira;https://ibjjf.com/athletes/glayce-ferreira;Bon-Sai Association Internacional;9;ranking-geral-gi;adult;female;black;heavy
69;https://api.ibjjfdb.com/Athletes/337853/RankingPhoto;Letícia Santos Correia;https://ibjjf.com/athletes/leticia-correia;Ser Jiu-Jitsu Team;8;ranking-geral-gi;adult;female;black;heavy
69;https://api.ibjjfdb.com/Athletes/376906/RankingPhoto;Natacha Amanda Ribeiro da Silva;https://ibjjf.com/athletes/natacha-silva;Gracie Barra Centro São Gonçalo;8;ranking-geral-gi;adult;female;black;heavy
71;https://api.ibjjfdb.com/Athletes/84480/RankingPhoto;Nathiely Karoline Melo de Jesus;https://ibjjf.com/athletes/nathiely-jesus;Rodrigo Pinheiro BJJ;7;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/141736/RankingPhoto;Mayara Moreira Ribeiro;https://ibjjf.com/athletes/mayara-ribeiro-7df8611d24bd;Pragma Jiu-Jitsu;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/258102/RankingPhoto;Raquel de Oliveira Santos;https://ibjjf.com/athletes/raquel-santos-bcd46c46d075;Cantagalo Jiu-Jitsu London;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/335158/RankingPhoto;Gonçala Paulino Moreira;https://ibjjf.com/athletes/goncala-moreira;Bruno Bastos Jiu-Jitsu;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/586210/RankingPhoto;Mylena Beatriz dos Santos;https://ibjjf.com/athletes/mylena-santos;Equipe Gama Jiu-Jitsu;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/388637/RankingPhoto;Nicole Secundino R. de Oliveira;https://ibjjf.com/athletes/nicole-oliveira-568eb81c729e;A-Force Brazilian Jiu-Jitsu;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/165848/RankingPhoto;Gabriele da Silva Schuck;https://ibjjf.com/athletes/gabriele-schuck;Double Five Highland Village;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/352114/RankingPhoto;Isa Bruna dos Santos Alves Gabriel;https://ibjjf.com/athletes/isa-gabriel;ZMT Jiu-Jitsu;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/319663/RankingPhoto;Eduarda Karoline da Silva;https://ibjjf.com/athletes/eduarda-silva;Ataque Duplo;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/38856/RankingPhoto;Rana Hatem Sharif Qubbaj;https://ibjjf.com/athletes/rana-qubbaj;Samy Al Jamal - FIT Jiu-Jitsu;6;ranking-geral-gi;adult;female;black;heavy
72;https://api.ibjjfdb.com/Athletes/144930/RankingPhoto;Dayane Aline de Souza;https://ibjjf.com/athletes/dayane-souza;Au Jiu-Jitsu Team;6;ranking-geral-gi;adult;female;black;heavy
82;https://api.ibjjfdb.com/Athletes/127222/RankingPhoto;Stephanie Aparecida Nackamura Juliano;https://ibjjf.com/athletes/stephanie-juliano;Alliance Mooca;5;ranking-geral-gi;adult;female;black;heavy
83;https://api.ibjjfdb.com/Athletes/568320/RankingPhoto;Maria Vitória Teófilo da Silva;https://ibjjf.com/athletes/maria-silva-9440727b88ac;The Brothers BJJ Brasil;4;ranking-geral-gi;adult;female;black;heavy
84;https://api.ibjjfdb.com/Athletes/217094/RankingPhoto;Isis de Almeida Feliciano Bastos;https://ibjjf.com/athletes/isis-bastos;Nova União Pernambuco;3;ranking-geral-gi;adult;female;black;heavy
84;https://api.ibjjfdb.com/Athletes/297527/RankingPhoto;Eduarda Gonzaga Bernardino Gonçalves;https://ibjjf.com/athletes/eduarda-goncalves;MJJ Team;3;ranking-geral-gi;adult;female;black;heavy
84;https://api.ibjjfdb.com/Athletes/30565/RankingPhoto;Lunna Tallen Vieira da Silva;https://ibjjf.com/athletes/lunna-silva;Alliance USA;3;ranking-geral-gi;adult;female;black;heavy
84;https://api.ibjjfdb.com/Athletes/213452/RankingPhoto;Maria Eduarda Cabral de Souza;https://ibjjf.com/athletes/maria-souza;Focus Jiu-Jitsu;3;ranking-geral-gi;adult;female;black;heavy
84;https://api.ibjjfdb.com/Athletes/45821/RankingPhoto;Clarissa Pereira da Silva Rocha;https://ibjjf.com/athletes/clarissa-rocha;GF Team;3;ranking-geral-gi;adult;female;black;heavy
84;https://api.ibjjfdb.com/Athletes/48965/RankingPhoto;Cássia Paola Paixão;https://ibjjf.com/athletes/cassia-paixao;Ares BJJ Academy;3;ranking-geral-gi;adult;female;black;heavy
84;https://api.ibjjfdb.com/Athletes/459527/RankingPhoto;Arícia Ferreira dos Santos;https://ibjjf.com/athletes/aricia-santos;Templo JJ;3;ranking-geral-gi;adult;female;black;heavy
91;https://api.ibjjfdb.com/Athletes/62883/RankingPhoto;Marilia de Lima Freire;https://ibjjf.com/athletes/marilia-freire;The Brothers BJJ Brasil;2;ranking-geral-gi;adult;female;black;heavy
91;https://api.ibjjfdb.com/Athletes/73643/RankingPhoto;Amelia Beatrice Lui;https://ibjjf.com/athletes/amelia-lui;Royal Jiu-Jitsu;2;ranking-geral-gi;adult;female;black;heavy
91;https://api.ibjjfdb.com/Athletes/446457/RankingPhoto;Micaela Giovannone;https://ibjjf.com/athletes/micaela-giovannone;Nemeos Jiu-Jitsu;2;ranking-geral-gi;adult;female;black;heavy
94;https://api.ibjjfdb.com/Athletes/107830/RankingPhoto;Thaís  Souza dos Santos;https://ibjjf.com/athletes/thais-santos;GF Team;1;ranking-geral-gi;adult;female;black;heavy
1;https://api.ibjjfdb.com/Athletes/62925/RankingPhoto;Gabrieli Pessanha de Souza Marinho;https://ibjjf.com/athletes/gabrieli-marinho;Infight Jiu-Jitsu;900;ranking-geral-gi;adult;female;black;superheavy
2;https://api.ibjjfdb.com/Athletes/140386/RankingPhoto;Larissa Dias de Almeida;https://ibjjf.com/athletes/larissa-almeida;Elementum Jiu-Jitsu;369;ranking-geral-gi;adult;female;black;superheavy
3;https://api.ibjjfdb.com/Athletes/235067/RankingPhoto;Marina Carraro Penedo;https://ibjjf.com/athletes/marina-penedo;JFC Almeida JJ;256;ranking-geral-gi;adult;female;black;superheavy
4;https://api.ibjjfdb.com/Athletes/83299/RankingPhoto;Tayane Porfírio de Araújo;https://ibjjf.com/athletes/tayane-araujo;Alliance International;174;ranking-geral-gi;adult;female;black;superheavy
5;https://api.ibjjfdb.com/Athletes/172063/RankingPhoto;Kauany Lorena Ramos Queiroz;https://ibjjf.com/athletes/kauany-queiroz;GF Team;133;ranking-geral-gi;adult;female;black;superheavy
6;https://api.ibjjfdb.com/Athletes/155904/RankingPhoto;Yara Soares do Nascimento;https://ibjjf.com/athletes/yara-nascimento;Fratres Brazilian Jiu-Jitsu;127;ranking-geral-gi;adult;female;black;superheavy
7;https://api.ibjjfdb.com/Athletes/112607/RankingPhoto;Mayara Monteiro Custódio;https://ibjjf.com/athletes/mayara-custodio;CheckMat/Equipe 1;119;ranking-geral-gi;adult;female;black;superheavy
8;https://api.ibjjfdb.com/Athletes/183145/RankingPhoto;Michelle Nicole Dunchus;https://ibjjf.com/athletes/michelle-dunchus;Brea Jiu-Jitsu;117;ranking-geral-gi;adult;female;black;superheavy
9;https://api.ibjjfdb.com/Athletes/136604/RankingPhoto;Maria Victoria Barboza de Santiago;https://ibjjf.com/athletes/maria-santiago;Bruno Bastos Jiu-Jitsu;95;ranking-geral-gi;adult;female;black;superheavy
10;https://api.ibjjfdb.com/Athletes/306409/RankingPhoto;Maria Eduarda de Oliveira Nascimento;https://ibjjf.com/athletes/maria-nascimento;Nova União Recife;78;ranking-geral-gi;adult;female;black;superheavy
11;https://api.ibjjfdb.com/Athletes/79921/RankingPhoto;Colleen Marie Sorey;https://ibjjf.com/athletes/colleen-merullo;Six Blades Jiu-Jitsu;63;ranking-geral-gi;adult;female;black;superheavy
12;https://api.ibjjfdb.com/Athletes/133811/RankingPhoto;Karoline Silva Caramori;https://ibjjf.com/athletes/karoline-caramori;Gracie Barra Alabama;59;ranking-geral-gi;adult;female;black;superheavy
13;https://api.ibjjfdb.com/Athletes/141736/RankingPhoto;Mayara Moreira Ribeiro;https://ibjjf.com/athletes/mayara-ribeiro-7df8611d24bd;Pragma Jiu-Jitsu;57;ranking-geral-gi;adult;female;black;superheavy
13;https://api.ibjjfdb.com/Athletes/376906/RankingPhoto;Natacha Amanda Ribeiro da Silva;https://ibjjf.com/athletes/natacha-silva;Gracie Barra Centro São Gonçalo;57;ranking-geral-gi;adult;female;black;superheavy
15;https://api.ibjjfdb.com/Athletes/216524/RankingPhoto;Mikaela Barros de Lima;https://ibjjf.com/athletes/mikaela-lima;GF Team;55;ranking-geral-gi;adult;female;black;superheavy
16;https://api.ibjjfdb.com/Athletes/178150/RankingPhoto;Welma Moreira dos Santos;https://ibjjf.com/athletes/welma-santos;Skull JJ Team;54;ranking-geral-gi;adult;female;black;superheavy
16;https://api.ibjjfdb.com/Athletes/326165/RankingPhoto;Isabely Generoso da Silva Lemos;https://ibjjf.com/athletes/isabely-lemos;GF Team;54;ranking-geral-gi;adult;female;black;superheavy
16;https://api.ibjjfdb.com/Athletes/329924/RankingPhoto;Ana Paula Coelho de Oliveira;https://ibjjf.com/athletes/ana-oliveira-67b44f6bb397;Zenith BJJ;54;ranking-geral-gi;adult;female;black;superheavy
16;https://api.ibjjfdb.com/Athletes/457156/RankingPhoto;Rain Pfaff;https://ibjjf.com/athletes/rain-pfaff;Armstrong Academy of Martial Arts;54;ranking-geral-gi;adult;female;black;superheavy
20;https://api.ibjjfdb.com/Athletes/358453/RankingPhoto;Jennifer Renee Gonzalez;https://ibjjf.com/athletes/jennifer-gonzalez-ecfc23db5250;Controlled Chaos BJJ;53;ranking-geral-gi;adult;female;black;superheavy
21;https://api.ibjjfdb.com/Athletes/132865/RankingPhoto;Stefhanie Pereira da Costa;https://ibjjf.com/athletes/stefhanie-costa;Fernando Terere (FTBJJ);43;ranking-geral-gi;adult;female;black;superheavy
22;https://api.ibjjfdb.com/Athletes/331204/RankingPhoto;Bridgett G Brumbaugh;https://ibjjf.com/athletes/bridgett-brumbaugh;Guigo JJ Texas;39;ranking-geral-gi;adult;female;black;superheavy
23;https://api.ibjjfdb.com/Athletes/124569/RankingPhoto;Maryanna Santos Cardoso;https://ibjjf.com/athletes/maryanna-cardoso;CheckMat USA;37;ranking-geral-gi;adult;female;black;superheavy
24;https://api.ibjjfdb.com/Athletes/45514/RankingPhoto;Thaynara Aparecida da Silva Dias;https://ibjjf.com/athletes/thaynara-dias;Gracie Barra Rio de Janeiro;36;ranking-geral-gi;adult;female;black;superheavy
24;https://api.ibjjfdb.com/Athletes/127761/RankingPhoto;Juliana Campos de Araujo;https://ibjjf.com/athletes/juliana-araujo;Striker JJ;36;ranking-geral-gi;adult;female;black;superheavy
24;https://api.ibjjfdb.com/Athletes/137606/RankingPhoto;Graciele Del Fava de Carvalho;https://ibjjf.com/athletes/graciele-carvalho;Unity Jiu Jitsu;36;ranking-geral-gi;adult;female;black;superheavy
